"Date","Death_cause","Parish"
1630-06-28,"Plague","S. Stefano in Brolo"
1630-06-28,"Plague","S. Stefano in Brolo"
1630-06-28,"Plague","S. Stefano in Burgundia"
1630-06-28,"Plague","S. Stefano in Nosiggia"
1630-06-28,"Plague","S. Tecla"
1630-06-28,"Plague","S. Tecla"
1630-06-28,"Plague","S. Tecla"
1630-06-28,"Plague","S. Tecla"
1630-06-28,"Plague","S. Tommaso in Terramara"
1630-06-28,"Plague","S. Vincenzo in Prato"
1630-06-28,"Plague","S. Vito in Pasquirolo"
1630-06-28,"Plague",NA
1630-06-28,"Plague",NA
1630-06-28,"Plague",NA
1630-06-28,"Plague",NA
1630-06-29,"Not_plague","S. Bartolomeo"
1630-06-29,"Plague","S. Andrea"
1630-06-29,"Plague","S. Andrea"
1630-06-29,"Plague","S. Andrea"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Babila"
1630-06-29,"Plague","S. Bartolomeo"
1630-06-29,"Plague","S. Calimero"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Carpoforo"
1630-06-29,"Plague","S. Donnino alla Mazza"
1630-06-29,"Plague","S. Giorgio al Palazzo"
1630-06-29,"Plague","S. Giovanni Laterano"
1630-06-29,"Plague","S. Giovanni Laterano"
1630-06-29,"Plague","S. Gottardo"
1630-06-29,"Plague","S. Lorenzo"
1630-06-29,"Plague","S. Lorenzo"
1630-06-29,"Plague","S. Maria della Passerella"
1630-06-29,"Plague","S. Maria Podone"
1630-06-29,"Plague","S. Maria Segreta"
1630-06-29,"Plague","S. Michele al Gallo"
1630-06-29,"Plague","S. Nazaro in Brolo"
1630-06-29,"Plague","S. Nazaro in Brolo"
1630-06-29,"Plague","S. Nazaro in Brolo"
1630-06-29,"Plague","S. Nazaro in Brolo"
1630-06-29,"Plague","S. Nazaro in Brolo"
1630-06-29,"Plague","S. Nicolao"
1630-06-29,"Plague","S. Nicolao"
1630-06-29,"Plague","S. Paolo in Compito"
1630-06-29,"Plague","S. Pietro in Caminadella"
1630-06-29,"Plague","S. Simpliciano"
1630-06-29,"Plague","S. Simpliciano"
1630-06-29,"Plague","S. Simpliciano"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Brolo"
1630-06-29,"Plague","S. Stefano in Nosiggia"
1630-06-29,"Plague","S. Tecla"
1630-06-29,"Plague","S. Tecla"
1630-06-29,"Plague","S. Tecla"
1630-06-29,"Plague","S. Tommaso in Terramara"
1630-06-29,"Plague","S. Trinità"
1630-06-29,"Plague","S. Trinità"
1630-06-29,"Plague","S. Trinità"
1630-06-29,"Plague","S. Trinità"
1630-06-29,"Plague",NA
1630-06-30,"Not_plague","S. Paolo in Compito"
1630-06-30,"Plague","S. Babila"
1630-06-30,"Plague","S. Gottardo"
1630-06-30,"Plague","S. Maria Beltrade"
1630-06-30,"Plague","S. Michele in Metropolitana"
1630-06-30,"Plague","S. Nazaro in Brolo"
1630-06-30,"Plague","S. Nazaro in Brolo"
1630-06-30,"Plague","S. Nazaro in Brolo"
1630-06-30,"Plague","S. Nazaro in Brolo"
1630-06-30,"Plague","S. Paolo in Compito"
1630-06-30,"Plague","S. Paolo in Compito"
1630-06-30,"Plague","S. Paolo in Compito"
1630-06-30,"Plague","S. Paolo in Compito"
1630-06-30,"Plague","S. Paolo in Compito"
1630-06-30,"Plague","S. Vito al Carobbio"
1630-06-30,"Plague","S. Vito al Carobbio"
1630-06-30,"Plague",NA
1630-06-30,"Plague",NA
1630-06-30,"Plague",NA
1630-07-01,"Not_plague","S. Bartolomeo"
1630-07-01,"Not_plague","S. Donnino alla Mazza"
1630-07-01,"Not_plague","S. Giorgio al Pozzo Bianco"
1630-07-01,"Not_plague","S. Giovanni Laterano"
1630-07-01,"Not_plague","S. Giovanni Laterano"
1630-07-01,"Not_plague","S. Giovanni sul Muro"
1630-07-01,"Not_plague","S. Gottardo"
1630-07-01,"Not_plague","S. Lorenzo"
1630-07-01,"Not_plague","S. Lorenzo"
1630-07-01,"Not_plague","S. Maria Beltrade"
1630-07-01,"Not_plague","S. Pietro sul Dosso"
1630-07-01,"Not_plague","S. Pietro sul Dosso"
1630-07-01,"Not_plague","S. Stefano in Brolo"
1630-07-01,"Not_plague","S. Stefano in Brolo"
1630-07-01,"Not_plague","S. Tecla"
1630-07-01,"Not_plague","S. Tecla"
1630-07-01,"Not_plague","S. Vito in Pasquirolo"
1630-07-01,"Not_plague",NA
1630-07-01,"Plague","S. Andrea"
1630-07-01,"Plague","S. Babila"
1630-07-01,"Plague","S. Babila"
1630-07-01,"Plague","S. Babila"
1630-07-01,"Plague","S. Babila"
1630-07-01,"Plague","S. Bartolomeo"
1630-07-01,"Plague","S. Bartolomeo"
1630-07-01,"Plague","S. Calimero"
1630-07-01,"Plague","S. Calimero"
1630-07-01,"Plague","S. Calimero"
1630-07-01,"Plague","S. Calimero"
1630-07-01,"Plague","S. Calimero"
1630-07-01,"Plague","S. Calimero"
1630-07-01,"Plague","S. Carpoforo"
1630-07-01,"Plague","S. Carpoforo"
1630-07-01,"Plague","S. Eufemia"
1630-07-01,"Plague","S. Eufemia"
1630-07-01,"Plague","S. Eufemia"
1630-07-01,"Plague","S. Eusebio"
1630-07-01,"Plague","S. Eusebio"
1630-07-01,"Plague","S. Giovanni Laterano"
1630-07-01,"Plague","S. Giovanni Laterano"
1630-07-01,"Plague","S. Giovanni Laterano"
1630-07-01,"Plague","S. Giovanni Laterano"
1630-07-01,"Plague","S. Giovanni Laterano"
1630-07-01,"Plague","S. Giovanni Laterano"
1630-07-01,"Plague","S. Giovanni sul Muro"
1630-07-01,"Plague","S. Lorenzo"
1630-07-01,"Plague","S. Maria al Circo"
1630-07-01,"Plague","S. Maria alla Porta"
1630-07-01,"Plague","S. Maria alla Porta"
1630-07-01,"Plague","S. Maria alla Porta"
1630-07-01,"Plague","S. Maria alla Porta"
1630-07-01,"Plague","S. Maria alla Porta"
1630-07-01,"Plague","S. Maria alla Porta"
1630-07-01,"Plague","S. Maria Podone"
1630-07-01,"Plague","S. Maria Podone"
1630-07-01,"Plague","S. Maria Podone"
1630-07-01,"Plague","S. Michele al Gallo"
1630-07-01,"Plague","S. Michele al Gallo"
1630-07-01,"Plague","S. Nazaro in Brolo"
1630-07-01,"Plague","S. Nazaro in Brolo"
1630-07-01,"Plague","S. Nazaro in Brolo"
1630-07-01,"Plague","S. Paolo in Compito"
1630-07-01,"Plague","S. Pietro in Sala"
1630-07-01,"Plague","S. Pietro in Sala"
1630-07-01,"Plague","S. Protaso"
1630-07-01,"Plague","S. Raffaele"
1630-07-01,"Plague","S. Raffaele"
1630-07-01,"Plague","S. Raffaele"
1630-07-01,"Plague","S. Raffaele"
1630-07-01,"Plague","S. Raffaele"
1630-07-01,"Plague","S. Raffaele"
1630-07-01,"Plague","S. Raffaele"
1630-07-01,"Plague","S. Rocco"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Brolo"
1630-07-01,"Plague","S. Stefano in Nosiggia"
1630-07-01,"Plague","S. Tecla"
1630-07-01,"Plague","S. Tecla"
1630-07-01,"Plague","S. Tecla"
1630-07-01,"Plague","S. Vincenzo in Prato"
1630-07-01,"Plague","S. Vito in Pasquirolo"
1630-07-01,"Plague","S. Vittore al Teatro"
1630-07-01,"Plague","S. Vittore al Teatro"
1630-07-01,"Plague","S. Vittore al Teatro"
1630-07-01,"Plague",NA
1630-07-01,"Plague",NA
1630-07-01,"Plague",NA
1630-07-01,"Plague",NA
1630-07-01,"Plague",NA
1630-07-02,"Not_plague","S. Babila"
1630-07-02,"Not_plague","S. Carpoforo"
1630-07-02,"Not_plague","S. Eufemia"
1630-07-02,"Not_plague","S. Giovanni Laterano"
1630-07-02,"Not_plague","S. Lorenzo"
1630-07-02,"Not_plague","S. Lorenzo"
1630-07-02,"Not_plague","S. Maria Beltrade"
1630-07-02,"Not_plague","S. Nazaro in Brolo"
1630-07-02,"Not_plague","S. Nazaro in Brolo"
1630-07-02,"Not_plague","S. Pietro in Sala"
1630-07-02,"Not_plague","S. Sebastiano"
1630-07-02,"Not_plague","S. Stefano in Brolo"
1630-07-02,"Not_plague","S. Stefano in Brolo"
1630-07-02,"Not_plague","S. Stefano in Brolo"
1630-07-02,"Not_plague","S. Stefano in Brolo"
1630-07-02,"Not_plague","S. Stefano in Brolo"
1630-07-02,"Not_plague",NA
1630-07-02,"Plague","S. Babila"
1630-07-02,"Plague","S. Babila"
1630-07-02,"Plague","S. Babila"
1630-07-02,"Plague","S. Bartolomeo"
1630-07-02,"Plague","S. Bartolomeo"
1630-07-02,"Plague","S. Bartolomeo"
1630-07-02,"Plague","S. Calimero"
1630-07-02,"Plague","S. Calimero"
1630-07-02,"Plague","S. Eusebio"
1630-07-02,"Plague","S. Eusebio"
1630-07-02,"Plague","S. Giorgio al Palazzo"
1630-07-02,"Plague","S. Giovanni Laterano"
1630-07-02,"Plague","S. Giovanni Laterano"
1630-07-02,"Plague","S. Lorenzo"
1630-07-02,"Plague","S. Lorenzo"
1630-07-02,"Plague","S. Maria alla Porta"
1630-07-02,"Plague","S. Maria alla Porta"
1630-07-02,"Plague","S. Maria della Passerella"
1630-07-02,"Plague","S. Maria Segreta"
1630-07-02,"Plague","S. Martino al Corpo"
1630-07-02,"Plague","S. Michele al Gallo"
1630-07-02,"Plague","S. Michele in Metropolitana"
1630-07-02,"Plague","S. Michele in Metropolitana"
1630-07-02,"Plague","S. Michele in Metropolitana"
1630-07-02,"Plague","S. Nazaro in Brolo"
1630-07-02,"Plague","S. Nazaro in Brolo"
1630-07-02,"Plague","S. Nazaro in Brolo"
1630-07-02,"Plague","S. Nazaro in Brolo"
1630-07-02,"Plague","S. Nicolao"
1630-07-02,"Plague","S. Pietro in Sala"
1630-07-02,"Plague","S. Protaso in Campo intus"
1630-07-02,"Plague","S. Raffaele"
1630-07-02,"Plague","S. Raffaele"
1630-07-02,"Plague","S. Raffaele"
1630-07-02,"Plague","S. Raffaele"
1630-07-02,"Plague","S. Salvatore"
1630-07-02,"Plague","S. Simpliciano"
1630-07-02,"Plague","S. Simpliciano"
1630-07-02,"Plague","S. Simpliciano"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Brolo"
1630-07-02,"Plague","S. Stefano in Burgundia"
1630-07-02,"Plague","S. Stefano in Burgundia"
1630-07-02,"Plague","S. Tecla"
1630-07-02,"Plague","S. Tecla"
1630-07-02,"Plague","S. Tecla"
1630-07-02,"Plague","S. Tecla"
1630-07-02,"Plague","S. Tecla"
1630-07-02,"Plague","S. Tecla"
1630-07-02,"Plague","S. Vittore al Teatro"
1630-07-02,"Plague","S. Vittore al Teatro"
1630-07-02,"Plague","S. Vittore e 40 Martiri"
1630-07-02,"Plague",NA
1630-07-03,"Not_plague","S. Babila"
1630-07-03,"Not_plague","S. Eufemia"
1630-07-03,"Not_plague","S. Eusebio"
1630-07-03,"Not_plague","S. Eusebio"
1630-07-03,"Not_plague","S. Lorenzo"
1630-07-03,"Not_plague","S. Lorenzo"
1630-07-03,"Not_plague","S. Lorenzo"
1630-07-03,"Not_plague","S. Nazaro in Brolo"
1630-07-03,"Not_plague","S. Nazaro in Brolo"
1630-07-03,"Not_plague","S. Stefano in Brolo"
1630-07-03,"Not_plague","S. Stefano in Brolo"
1630-07-03,"Not_plague","S. Stefano in Brolo"
1630-07-03,"Not_plague","S. Stefano in Brolo"
1630-07-03,"Not_plague","S. Stefano in Brolo"
1630-07-03,"Not_plague",NA
1630-07-03,"Plague","S. Babila"
1630-07-03,"Plague","S. Bartolomeo"
1630-07-03,"Plague","S. Bartolomeo"
1630-07-03,"Plague","S. Calimero"
1630-07-03,"Plague","S. Carpoforo"
1630-07-03,"Plague","S. Giovanni Laterano"
1630-07-03,"Plague","S. Giovanni Laterano"
1630-07-03,"Plague","S. Giovanni Laterano"
1630-07-03,"Plague","S. Giovanni Laterano"
1630-07-03,"Plague","S. Gottardo"
1630-07-03,"Plague","S. Lorenzo"
1630-07-03,"Plague","S. Lorenzo"
1630-07-03,"Plague","S. Lorenzo"
1630-07-03,"Plague","S. Lorenzo"
1630-07-03,"Plague","S. Lorenzo"
1630-07-03,"Plague","S. Lorenzo"
1630-07-03,"Plague","S. Maria al Circo"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria alla Porta"
1630-07-03,"Plague","S. Maria di Calvairate"
1630-07-03,"Plague","S. Maria Podone"
1630-07-03,"Plague","S. Maria Podone"
1630-07-03,"Plague","S. Maria Podone"
1630-07-03,"Plague","S. Maria Segreta"
1630-07-03,"Plague","S. Maria Segreta"
1630-07-03,"Plague","S. Martino al Corpo"
1630-07-03,"Plague","S. Martino al Corpo"
1630-07-03,"Plague","S. Michele al Gallo"
1630-07-03,"Plague","S. Michele in Metropolitana"
1630-07-03,"Plague","S. Michele in Metropolitana"
1630-07-03,"Plague","S. Michele in Metropolitana"
1630-07-03,"Plague","S. Michele in Metropolitana"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nazaro in Brolo"
1630-07-03,"Plague","S. Nicolao"
1630-07-03,"Plague","S. Pietro all'Orto"
1630-07-03,"Plague","S. Pietro alla Vigna"
1630-07-03,"Plague","S. Pietro alla Vigna"
1630-07-03,"Plague","S. Pietro alla Vigna"
1630-07-03,"Plague","S. Pietro con la Rete"
1630-07-03,"Plague","S. Pietro sul Dosso"
1630-07-03,"Plague","S. Pietro sul Dosso"
1630-07-03,"Plague","S. Raffaele"
1630-07-03,"Plague","S. Salvatore"
1630-07-03,"Plague","S. Satiro"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Brolo"
1630-07-03,"Plague","S. Stefano in Burgundia"
1630-07-03,"Plague","S. Tecla"
1630-07-03,"Plague","S. Tommaso in Terramara"
1630-07-03,"Plague","S. Trinità"
1630-07-03,"Plague","S. Vittore al Teatro"
1630-07-03,"Plague","S. Vittore al Teatro"
1630-07-03,"Plague","S. Vittore al Teatro"
1630-07-03,"Plague","S. Vittore al Teatro"
1630-07-03,"Plague","S. Vittore al Teatro"
1630-07-03,"Plague",NA
1630-07-03,"Plague",NA
1630-07-04,"Not_plague","S. Babila"
1630-07-04,"Not_plague","S. Babila"
1630-07-04,"Not_plague","S. Babila"
1630-07-04,"Not_plague","S. Babila"
1630-07-04,"Not_plague","S. Bartolomeo"
1630-07-04,"Not_plague","S. Giovanni Laterano"
1630-07-04,"Not_plague","S. Giovanni Laterano"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Lorenzo"
1630-07-04,"Not_plague","S. Marcellino"
1630-07-04,"Not_plague","S. Michele in Metropolitana"
1630-07-04,"Not_plague","S. Protaso"
1630-07-04,"Not_plague","S. Stefano in Brolo"
1630-07-04,"Not_plague","S. Stefano in Brolo"
1630-07-04,"Not_plague","S. Vincenzo in Prato"
1630-07-04,"Not_plague",NA
1630-07-04,"Not_plague",NA
1630-07-04,"Not_plague",NA
1630-07-04,"Not_plague",NA
1630-07-04,"Not_plague",NA
1630-07-04,"Plague","S. Babila"
1630-07-04,"Plague","S. Babila"
1630-07-04,"Plague","S. Babila"
1630-07-04,"Plague","S. Babila"
1630-07-04,"Plague","S. Babila"
1630-07-04,"Plague","S. Bartolomeo"
1630-07-04,"Plague","S. Bartolomeo"
1630-07-04,"Plague","S. Bartolomeo"
1630-07-04,"Plague","S. Bartolomeo"
1630-07-04,"Plague","S. Carpoforo"
1630-07-04,"Plague","S. Giovanni Laterano"
1630-07-04,"Plague","S. Giovanni Laterano"
1630-07-04,"Plague","S. Giovanni Laterano"
1630-07-04,"Plague","S. Giovanni Laterano"
1630-07-04,"Plague","S. Giovanni Laterano"
1630-07-04,"Plague","S. Giovanni Laterano"
1630-07-04,"Plague","S. Lorenzo"
1630-07-04,"Plague","S. Lorenzo"
1630-07-04,"Plague","S. Lorenzo"
1630-07-04,"Plague","S. Lorenzo"
1630-07-04,"Plague","S. Lorenzo"
1630-07-04,"Plague","S. Lorenzo"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria alla Porta"
1630-07-04,"Plague","S. Maria Beltrade"
1630-07-04,"Plague","S. Maria della Passerella"
1630-07-04,"Plague","S. Maria Podone"
1630-07-04,"Plague","S. Maria Segreta"
1630-07-04,"Plague","S. Michele al Gallo"
1630-07-04,"Plague","S. Nazaro in Brolo"
1630-07-04,"Plague","S. Nazaro in Brolo"
1630-07-04,"Plague","S. Nazaro in Brolo"
1630-07-04,"Plague","S. Nazaro in Brolo"
1630-07-04,"Plague","S. Nazaro in Brolo"
1630-07-04,"Plague","S. Nazaro in Brolo"
1630-07-04,"Plague","S. Nicolao"
1630-07-04,"Plague","S. Pietro sul Dosso"
1630-07-04,"Plague","S. Pietro sul Dosso"
1630-07-04,"Plague","S. Salvatore"
1630-07-04,"Plague","S. Simpliciano"
1630-07-04,"Plague","S. Simpliciano"
1630-07-04,"Plague","S. Simpliciano"
1630-07-04,"Plague","S. Stefano in Brolo"
1630-07-04,"Plague","S. Stefano in Brolo"
1630-07-04,"Plague","S. Stefano in Burgundia"
1630-07-04,"Plague","S. Stefano in Nosiggia"
1630-07-04,"Plague","S. Tecla"
1630-07-04,"Plague","S. Tecla"
1630-07-04,"Plague","S. Tecla"
1630-07-04,"Plague","S. Tecla"
1630-07-04,"Plague","S. Trinità"
1630-07-04,"Plague","S. Trinità"
1630-07-04,"Plague","S. Trinità"
1630-07-04,"Plague","S. Vittore al Teatro"
1630-07-04,"Plague","S. Vittore al Teatro"
1630-07-04,"Plague","S. Vittore al Teatro"
1630-07-04,"Plague","S. Vittore al Teatro"
1630-07-04,"Plague","S. Vittore al Teatro"
1630-07-04,"Plague",NA
1630-07-04,"Plague",NA
1630-07-04,"Plague",NA
1630-07-04,"Plague",NA
1630-07-05,"Not_plague","S. Stefano in Brolo"
1630-07-05,"Plague","S. Alessandro in Zebedia"
1630-07-05,"Plague","S. Babila"
1630-07-05,"Plague","S. Babila"
1630-07-05,"Plague","S. Babila"
1630-07-05,"Plague","S. Babila"
1630-07-05,"Plague","S. Babila"
1630-07-05,"Plague","S. Bartolomeo"
1630-07-05,"Plague","S. Bartolomeo"
1630-07-05,"Plague","S. Calimero"
1630-07-05,"Plague","S. Calimero"
1630-07-05,"Plague","S. Carpoforo"
1630-07-05,"Plague","S. Eufemia"
1630-07-05,"Plague","S. Giovanni Laterano"
1630-07-05,"Plague","S. Giovanni Laterano"
1630-07-05,"Plague","S. Giovanni Laterano"
1630-07-05,"Plague","S. Giovanni Laterano"
1630-07-05,"Plague","S. Giovanni Laterano"
1630-07-05,"Plague","S. Giovanni Laterano"
1630-07-05,"Plague","S. Giovanni sul Muro"
1630-07-05,"Plague","S. Giovanni sul Muro"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Lorenzo"
1630-07-05,"Plague","S. Maria alla Porta"
1630-07-05,"Plague","S. Maria alla Porta"
1630-07-05,"Plague","S. Maria alla Porta"
1630-07-05,"Plague","S. Maria alla Porta"
1630-07-05,"Plague","S. Maria alla Porta"
1630-07-05,"Plague","S. Maria Podone"
1630-07-05,"Plague","S. Maurilio"
1630-07-05,"Plague","S. Michele in Metropolitana"
1630-07-05,"Plague","S. Nazaro in Brolo"
1630-07-05,"Plague","S. Nazaro in Brolo"
1630-07-05,"Plague","S. Nazaro in Brolo"
1630-07-05,"Plague","S. Nazaro in Brolo"
1630-07-05,"Plague","S. Nazaro in Brolo"
1630-07-05,"Plague","S. Nazaro in Brolo"
1630-07-05,"Plague","S. Nazaro in Brolo"
1630-07-05,"Plague","S. Pietro"
1630-07-05,"Plague","S. Pietro"
1630-07-05,"Plague","S. Pietro con la Rete"
1630-07-05,"Plague","S. Pietro in Sala"
1630-07-05,"Plague","S. Pietro in Sala"
1630-07-05,"Plague","S. Pietro in Sala"
1630-07-05,"Plague","S. Pietro in Sala"
1630-07-05,"Plague","S. Pietro in Sala"
1630-07-05,"Plague","S. Pietro sul Dosso"
1630-07-05,"Plague","S. Pietro sul Dosso"
1630-07-05,"Plague","S. Protaso in Campo intus"
1630-07-05,"Plague","S. Raffaele"
1630-07-05,"Plague","S. Raffaele"
1630-07-05,"Plague","S. Raffaele"
1630-07-05,"Plague","S. Raffaele"
1630-07-05,"Plague","S. Salvatore"
1630-07-05,"Plague","S. Salvatore"
1630-07-05,"Plague","S. Salvatore"
1630-07-05,"Plague","S. Salvatore"
1630-07-05,"Plague","S. Simpliciano"
1630-07-05,"Plague","S. Simpliciano"
1630-07-05,"Plague","S. Stefano in Brolo"
1630-07-05,"Plague","S. Stefano in Brolo"
1630-07-05,"Plague","S. Stefano in Brolo"
1630-07-05,"Plague","S. Trinità"
1630-07-05,"Plague","S. Trinità"
1630-07-05,"Plague","S. Vincenzo in Prato"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague","S. Vittore al Teatro"
1630-07-05,"Plague",NA
1630-07-05,"Plague",NA
1630-07-05,"Plague",NA
1630-07-05,"Plague",NA
1630-07-05,"Plague",NA
1630-07-05,"Plague",NA
1630-07-06,"Not_plague","S. Andrea"
1630-07-06,"Not_plague","S. Lorenzo"
1630-07-06,"Not_plague","S. Pietro all'Orto"
1630-07-06,"Not_plague","S. Pietro in Campo Lodigiano"
1630-07-06,"Not_plague","S. Protaso ad Monachos"
1630-07-06,"Not_plague","S. Salvatore"
1630-07-06,"Not_plague","S. Simpliciano"
1630-07-06,"Not_plague","S. Vincenzo in Prato"
1630-07-06,"Not_plague",NA
1630-07-06,"Plague","S. Alessandro in Zebedia"
1630-07-06,"Plague","S. Andrea"
1630-07-06,"Plague","S. Andrea"
1630-07-06,"Plague","S. Andrea"
1630-07-06,"Plague","S. Babila"
1630-07-06,"Plague","S. Babila"
1630-07-06,"Plague","S. Babila"
1630-07-06,"Plague","S. Bartolomeo"
1630-07-06,"Plague","S. Calimero"
1630-07-06,"Plague","S. Calimero"
1630-07-06,"Plague","S. Calimero"
1630-07-06,"Plague","S. Calimero"
1630-07-06,"Plague","S. Carpoforo"
1630-07-06,"Plague","S. Cosma e Damiano"
1630-07-06,"Plague","S. Donnino alla Mazza"
