"Date","Death_cause","Parish","count"
"1630-06-23","Plague","S. Trinità",1
"1630-06-23","Plague","S. Vito in Pasquirolo",1
"1630-06-23","Plague","S. Vittore al Teatro",1
"1630-06-23","Plague","S. Vittore e 40 Martiri",1
"1630-06-23","Plague",NA,10
"1630-06-24","Not_plague","S. Lorenzo",2
"1630-06-24","Not_plague","S. Maria Segreta",1
"1630-06-24","Not_plague","S. Nicolao",1
"1630-06-24","Not_plague","S. Stefano in Brolo",1
"1630-06-24","Not_plague","S. Tecla",1
"1630-06-24","Not_plague","S. Vito in Pasquirolo",1
"1630-06-24","Not_plague",NA,1
"1630-06-24","Plague","S. Andrea",1
"1630-06-24","Plague","S. Babila",6
"1630-06-24","Plague","S. Bartolomeo",1
"1630-06-24","Plague","S. Calimero",4
"1630-06-24","Plague","S. Carpoforo",2
"1630-06-24","Plague","S. Eufemia",5
"1630-06-24","Plague","S. Eusebio",1
"1630-06-24","Plague","S. Giorgio al Palazzo",1
"1630-06-24","Plague","S. Giovanni Laterano",5
"1630-06-24","Plague","S. Gottardo",3
"1630-06-24","Plague","S. Lorenzo",2
"1630-06-24","Plague","S. Maria alla Porta",2
"1630-06-24","Plague","S. Maria Beltrade",3
"1630-06-24","Plague","S. Maria Podone",1
"1630-06-24","Plague","S. Mattia alla Moneta",1
"1630-06-24","Plague","S. Nazaro in Brolo",1
"1630-06-24","Plague","S. Nicolao",3
"1630-06-24","Plague","S. Paolo in Compito",1
"1630-06-24","Plague","S. Pietro in Sala",1
"1630-06-24","Plague","S. Protaso",1
"1630-06-24","Plague","S. Protaso ad Monachos",1
"1630-06-24","Plague","S. Protaso in Campo intus",1
"1630-06-24","Plague","S. Rocco",1
"1630-06-24","Plague","S. Simpliciano",2
"1630-06-24","Plague","S. Stefano in Brolo",6
"1630-06-24","Plague","S. Tecla",2
"1630-06-24","Plague","S. Tommaso in Terramara",2
"1630-06-24","Plague","S. Trinità",1
"1630-06-24","Plague","S. Vito in Pasquirolo",1
"1630-06-24","Plague","S. Vittore al Teatro",2
"1630-06-24","Plague",NA,6
"1630-06-25","Not_plague","S. Bartolomeo",1
"1630-06-25","Not_plague","S. Carpoforo",1
"1630-06-25","Not_plague","S. Sebastiano",1
"1630-06-25","Not_plague","S. Vittore e 40 Martiri",1
"1630-06-25","Not_plague",NA,1
"1630-06-25","Plague","S. Andrea",1
"1630-06-25","Plague","S. Babila",7
"1630-06-25","Plague","S. Bartolomeo",4
"1630-06-25","Plague","S. Calimero",3
"1630-06-25","Plague","S. Carpoforo",7
"1630-06-25","Plague","S. Eufemia",1
"1630-06-25","Plague","S. Eusebio",2
"1630-06-25","Plague","S. Giovanni Laterano",3
"1630-06-25","Plague","S. Gottardo",1
"1630-06-25","Plague","S. Lorenzo",6
"1630-06-25","Plague","S. Marcellino",1
"1630-06-25","Plague","S. Maria Beltrade",5
"1630-06-25","Plague","S. Maria Podone",1
"1630-06-25","Plague","S. Maria Segreta",1
"1630-06-25","Plague","S. Maurilio",1
"1630-06-25","Plague","S. Michele in Metropolitana",2
"1630-06-25","Plague","S. Pietro in Caminadella",1
"1630-06-25","Plague","S. Raffaele",1
"1630-06-25","Plague","S. Satiro",1
"1630-06-25","Plague","S. Simpliciano",3
"1630-06-25","Plague","S. Stefano in Brolo",18
"1630-06-25","Plague","S. Tecla",2
"1630-06-25","Plague","S. Vittore al Teatro",3
"1630-06-25","Plague","S. Vittore e 40 Martiri",1
"1630-06-25","Plague",NA,3
"1630-06-26","Not_plague","S. Maria al Circo",1
"1630-06-26","Not_plague","S. Paolo in Compito",1
"1630-06-26","Not_plague","S. Stefano in Brolo",1
"1630-06-26","Not_plague","S. Vittore al Teatro",1
"1630-06-26","Plague","S. Andrea",2
"1630-06-26","Plague","S. Babila",8
"1630-06-26","Plague","S. Bartolomeo",3
"1630-06-26","Plague","S. Calimero",3
"1630-06-26","Plague","S. Eufemia",1
"1630-06-26","Plague","S. Giorgio al Palazzo",2
"1630-06-26","Plague","S. Giovanni Laterano",1
"1630-06-26","Plague","S. Gottardo",1
"1630-06-26","Plague","S. Lorenzo",1
"1630-06-26","Plague","S. Maria alla Porta",1
"1630-06-26","Plague","S. Maria Beltrade",1
"1630-06-26","Plague","S. Martino al Corpo",1
"1630-06-26","Plague","S. Nazaro in Brolo",1
"1630-06-26","Plague","S. Nicolao",2
"1630-06-26","Plague","S. Paolo in Compito",1
"1630-06-26","Plague","S. Protaso in Campo intus",1
"1630-06-26","Plague","S. Raffaele",3
"1630-06-26","Plague","S. Simpliciano",2
"1630-06-26","Plague","S. Stefano in Brolo",4
"1630-06-26","Plague","S. Tommaso in Terramara",1
"1630-06-26","Plague","S. Vittore al Teatro",1
"1630-06-26","Plague",NA,3
"1630-06-27","Not_plague","S. Donnino alla Mazza",1
"1630-06-27","Not_plague","S. Rocco",1
"1630-06-27","Not_plague","S. Trinità",1
"1630-06-27","Not_plague",NA,1
"1630-06-27","Plague","S. Andrea",1
"1630-06-27","Plague","S. Babila",6
"1630-06-27","Plague","S. Bartolomeo",2
"1630-06-27","Plague","S. Calimero",1
"1630-06-27","Plague","S. Carpoforo",2
"1630-06-27","Plague","S. Donnino alla Mazza",1
"1630-06-27","Plague","S. Giovanni Laterano",2
"1630-06-27","Plague","S. Gottardo",2
"1630-06-27","Plague","S. Lazzarro",1
"1630-06-27","Plague","S. Lorenzo",1
"1630-06-27","Plague","S. Marcellino",1
"1630-06-27","Plague","S. Maria alla Porta",3
"1630-06-27","Plague","S. Maria Beltrade",3
"1630-06-27","Plague","S. Maria Podone",1
"1630-06-27","Plague","S. Martino al Corpo",1
"1630-06-27","Plague","S. Michele al Gallo",1
"1630-06-27","Plague","S. Nazaro in Brolo",7
"1630-06-27","Plague","S. Pietro in Sala",1
"1630-06-27","Plague","S. Pietro Lugina",2
"1630-06-27","Plague","S. Protaso ad Monachos",3
"1630-06-27","Plague","S. Raffaele",1
"1630-06-27","Plague","S. Simpliciano",4
"1630-06-27","Plague","S. Stefano in Brolo",7
"1630-06-27","Plague","S. Tecla",1
"1630-06-27","Plague","S. Trinità",1
"1630-06-27","Plague","S. Vito in Pasquirolo",1
"1630-06-27","Plague","S. Vittore al Teatro",2
"1630-06-27","Plague",NA,2
"1630-06-28","Not_plague","S. Nicolao",1
"1630-06-28","Not_plague","S. Pietro all'Orto",1
"1630-06-28","Plague","S. Babila",7
"1630-06-28","Plague","S. Bartolomeo",2
"1630-06-28","Plague","S. Calimero",3
"1630-06-28","Plague","S. Carpoforo",2
"1630-06-28","Plague","S. Giovanni Laterano",1
"1630-06-28","Plague","S. Lorenzo",3
"1630-06-28","Plague","S. Maria Podone",2
"1630-06-28","Plague","S. Maria Segreta",2
"1630-06-28","Plague","S. Nazaro in Brolo",3
"1630-06-28","Plague","S. Nicolao",1
"1630-06-28","Plague","S. Paolo in Compito",1
"1630-06-28","Plague","S. Pietro in Caminadella",1
"1630-06-28","Plague","S. Pietro in Sala",1
"1630-06-28","Plague","S. Raffaele",1
"1630-06-28","Plague","S. Simpliciano",4
"1630-06-28","Plague","S. Stefano in Brolo",10
"1630-06-28","Plague","S. Stefano in Burgundia",1
"1630-06-28","Plague","S. Stefano in Nosiggia",1
"1630-06-28","Plague","S. Tecla",4
"1630-06-28","Plague","S. Tommaso in Terramara",1
"1630-06-28","Plague","S. Vincenzo in Prato",1
"1630-06-28","Plague","S. Vito in Pasquirolo",1
"1630-06-28","Plague",NA,4
"1630-06-29","Not_plague","S. Bartolomeo",1
"1630-06-29","Plague","S. Andrea",3
"1630-06-29","Plague","S. Babila",9
"1630-06-29","Plague","S. Bartolomeo",1
"1630-06-29","Plague","S. Calimero",1
"1630-06-29","Plague","S. Carpoforo",15
"1630-06-29","Plague","S. Donnino alla Mazza",1
"1630-06-29","Plague","S. Giorgio al Palazzo",1
"1630-06-29","Plague","S. Giovanni Laterano",2
"1630-06-29","Plague","S. Gottardo",1
"1630-06-29","Plague","S. Lorenzo",2
"1630-06-29","Plague","S. Maria della Passerella",1
"1630-06-29","Plague","S. Maria Podone",1
"1630-06-29","Plague","S. Maria Segreta",1
"1630-06-29","Plague","S. Michele al Gallo",1
"1630-06-29","Plague","S. Nazaro in Brolo",5
"1630-06-29","Plague","S. Nicolao",2
"1630-06-29","Plague","S. Paolo in Compito",1
"1630-06-29","Plague","S. Pietro in Caminadella",1
"1630-06-29","Plague","S. Simpliciano",3
"1630-06-29","Plague","S. Stefano in Brolo",12
"1630-06-29","Plague","S. Stefano in Nosiggia",1
"1630-06-29","Plague","S. Tecla",3
"1630-06-29","Plague","S. Tommaso in Terramara",1
"1630-06-29","Plague","S. Trinità",4
"1630-06-29","Plague",NA,1
"1630-06-30","Not_plague","S. Paolo in Compito",1
"1630-06-30","Plague","S. Babila",1
"1630-06-30","Plague","S. Gottardo",1
"1630-06-30","Plague","S. Maria Beltrade",1
"1630-06-30","Plague","S. Michele in Metropolitana",1
"1630-06-30","Plague","S. Nazaro in Brolo",4
"1630-06-30","Plague","S. Paolo in Compito",5
"1630-06-30","Plague","S. Vito al Carobbio",2
"1630-06-30","Plague",NA,3
"1630-07-01","Not_plague","S. Bartolomeo",1
"1630-07-01","Not_plague","S. Donnino alla Mazza",1
"1630-07-01","Not_plague","S. Giorgio al Pozzo Bianco",1
"1630-07-01","Not_plague","S. Giovanni Laterano",2
"1630-07-01","Not_plague","S. Giovanni sul Muro",1
"1630-07-01","Not_plague","S. Gottardo",1
"1630-07-01","Not_plague","S. Lorenzo",2
"1630-07-01","Not_plague","S. Maria Beltrade",1
"1630-07-01","Not_plague","S. Pietro sul Dosso",2
"1630-07-01","Not_plague","S. Stefano in Brolo",2
"1630-07-01","Not_plague","S. Tecla",2
"1630-07-01","Not_plague","S. Vito in Pasquirolo",1
"1630-07-01","Not_plague",NA,1
"1630-07-01","Plague","S. Andrea",1
"1630-07-01","Plague","S. Babila",4
"1630-07-01","Plague","S. Bartolomeo",2
"1630-07-01","Plague","S. Calimero",6
"1630-07-01","Plague","S. Carpoforo",2
"1630-07-01","Plague","S. Eufemia",3
"1630-07-01","Plague","S. Eusebio",2
"1630-07-01","Plague","S. Giovanni Laterano",6
"1630-07-01","Plague","S. Giovanni sul Muro",1
"1630-07-01","Plague","S. Lorenzo",1
"1630-07-01","Plague","S. Maria al Circo",1
"1630-07-01","Plague","S. Maria alla Porta",6
"1630-07-01","Plague","S. Maria Podone",3
"1630-07-01","Plague","S. Michele al Gallo",2
"1630-07-01","Plague","S. Nazaro in Brolo",3
"1630-07-01","Plague","S. Paolo in Compito",1
"1630-07-01","Plague","S. Pietro in Sala",2
"1630-07-01","Plague","S. Protaso",1
"1630-07-01","Plague","S. Raffaele",7
"1630-07-01","Plague","S. Rocco",1
"1630-07-01","Plague","S. Stefano in Brolo",15
"1630-07-01","Plague","S. Stefano in Nosiggia",1
"1630-07-01","Plague","S. Tecla",3
"1630-07-01","Plague","S. Vincenzo in Prato",1
"1630-07-01","Plague","S. Vito in Pasquirolo",1
"1630-07-01","Plague","S. Vittore al Teatro",3
"1630-07-01","Plague",NA,5
"1630-07-02","Not_plague","S. Babila",1
"1630-07-02","Not_plague","S. Carpoforo",1
"1630-07-02","Not_plague","S. Eufemia",1
"1630-07-02","Not_plague","S. Giovanni Laterano",1
"1630-07-02","Not_plague","S. Lorenzo",2
"1630-07-02","Not_plague","S. Maria Beltrade",1
"1630-07-02","Not_plague","S. Nazaro in Brolo",2
"1630-07-02","Not_plague","S. Pietro in Sala",1
"1630-07-02","Not_plague","S. Sebastiano",1
"1630-07-02","Not_plague","S. Stefano in Brolo",5
"1630-07-02","Not_plague",NA,1
"1630-07-02","Plague","S. Babila",3
"1630-07-02","Plague","S. Bartolomeo",3
"1630-07-02","Plague","S. Calimero",2
"1630-07-02","Plague","S. Eusebio",2
"1630-07-02","Plague","S. Giorgio al Palazzo",1
"1630-07-02","Plague","S. Giovanni Laterano",2
"1630-07-02","Plague","S. Lorenzo",2
"1630-07-02","Plague","S. Maria alla Porta",2
"1630-07-02","Plague","S. Maria della Passerella",1
"1630-07-02","Plague","S. Maria Segreta",1
"1630-07-02","Plague","S. Martino al Corpo",1
"1630-07-02","Plague","S. Michele al Gallo",1
"1630-07-02","Plague","S. Michele in Metropolitana",3
"1630-07-02","Plague","S. Nazaro in Brolo",4
"1630-07-02","Plague","S. Nicolao",1
"1630-07-02","Plague","S. Pietro in Sala",1
"1630-07-02","Plague","S. Protaso in Campo intus",1
"1630-07-02","Plague","S. Raffaele",4
"1630-07-02","Plague","S. Salvatore",1
"1630-07-02","Plague","S. Simpliciano",3
"1630-07-02","Plague","S. Stefano in Brolo",11
"1630-07-02","Plague","S. Stefano in Burgundia",2
"1630-07-02","Plague","S. Tecla",6
"1630-07-02","Plague","S. Vittore al Teatro",2
"1630-07-02","Plague","S. Vittore e 40 Martiri",1
"1630-07-02","Plague",NA,1
"1630-07-03","Not_plague","S. Babila",1
"1630-07-03","Not_plague","S. Eufemia",1
"1630-07-03","Not_plague","S. Eusebio",2
"1630-07-03","Not_plague","S. Lorenzo",3
"1630-07-03","Not_plague","S. Nazaro in Brolo",2
"1630-07-03","Not_plague","S. Stefano in Brolo",5
"1630-07-03","Not_plague",NA,1
"1630-07-03","Plague","S. Babila",1
"1630-07-03","Plague","S. Bartolomeo",2
"1630-07-03","Plague","S. Calimero",1
"1630-07-03","Plague","S. Carpoforo",1
"1630-07-03","Plague","S. Giovanni Laterano",4
"1630-07-03","Plague","S. Gottardo",1
"1630-07-03","Plague","S. Lorenzo",6
"1630-07-03","Plague","S. Maria al Circo",1
"1630-07-03","Plague","S. Maria alla Porta",17
"1630-07-03","Plague","S. Maria di Calvairate",1
"1630-07-03","Plague","S. Maria Podone",3
"1630-07-03","Plague","S. Maria Segreta",2
"1630-07-03","Plague","S. Martino al Corpo",2
"1630-07-03","Plague","S. Michele al Gallo",1
"1630-07-03","Plague","S. Michele in Metropolitana",4
"1630-07-03","Plague","S. Nazaro in Brolo",8
"1630-07-03","Plague","S. Nicolao",1
"1630-07-03","Plague","S. Pietro all'Orto",1
"1630-07-03","Plague","S. Pietro alla Vigna",3
"1630-07-03","Plague","S. Pietro con la Rete",1
"1630-07-03","Plague","S. Pietro sul Dosso",2
"1630-07-03","Plague","S. Raffaele",1
"1630-07-03","Plague","S. Salvatore",1
"1630-07-03","Plague","S. Satiro",1
"1630-07-03","Plague","S. Stefano in Brolo",9
"1630-07-03","Plague","S. Stefano in Burgundia",1
"1630-07-03","Plague","S. Tecla",1
"1630-07-03","Plague","S. Tommaso in Terramara",1
"1630-07-03","Plague","S. Trinità",1
"1630-07-03","Plague","S. Vittore al Teatro",5
"1630-07-03","Plague",NA,2
"1630-07-04","Not_plague","S. Babila",4
"1630-07-04","Not_plague","S. Bartolomeo",1
"1630-07-04","Not_plague","S. Giovanni Laterano",2
"1630-07-04","Not_plague","S. Lorenzo",8
"1630-07-04","Not_plague","S. Marcellino",1
"1630-07-04","Not_plague","S. Michele in Metropolitana",1
"1630-07-04","Not_plague","S. Protaso",1
"1630-07-04","Not_plague","S. Stefano in Brolo",2
"1630-07-04","Not_plague","S. Vincenzo in Prato",1
"1630-07-04","Not_plague",NA,5
"1630-07-04","Plague","S. Babila",5
"1630-07-04","Plague","S. Bartolomeo",4
"1630-07-04","Plague","S. Carpoforo",1
"1630-07-04","Plague","S. Giovanni Laterano",6
"1630-07-04","Plague","S. Lorenzo",6
"1630-07-04","Plague","S. Maria alla Porta",12
"1630-07-04","Plague","S. Maria Beltrade",1
"1630-07-04","Plague","S. Maria della Passerella",1
"1630-07-04","Plague","S. Maria Podone",1
"1630-07-04","Plague","S. Maria Segreta",1
"1630-07-04","Plague","S. Michele al Gallo",1
"1630-07-04","Plague","S. Nazaro in Brolo",6
"1630-07-04","Plague","S. Nicolao",1
"1630-07-04","Plague","S. Pietro sul Dosso",2
"1630-07-04","Plague","S. Salvatore",1
"1630-07-04","Plague","S. Simpliciano",3
"1630-07-04","Plague","S. Stefano in Brolo",2
"1630-07-04","Plague","S. Stefano in Burgundia",1
"1630-07-04","Plague","S. Stefano in Nosiggia",1
"1630-07-04","Plague","S. Tecla",4
"1630-07-04","Plague","S. Trinità",3
"1630-07-04","Plague","S. Vittore al Teatro",5
"1630-07-04","Plague",NA,4
"1630-07-05","Not_plague","S. Stefano in Brolo",1
"1630-07-05","Plague","S. Alessandro in Zebedia",1
"1630-07-05","Plague","S. Babila",5
"1630-07-05","Plague","S. Bartolomeo",2
"1630-07-05","Plague","S. Calimero",2
"1630-07-05","Plague","S. Carpoforo",1
"1630-07-05","Plague","S. Eufemia",1
"1630-07-05","Plague","S. Giovanni Laterano",6
"1630-07-05","Plague","S. Giovanni sul Muro",2
"1630-07-05","Plague","S. Lorenzo",9
"1630-07-05","Plague","S. Maria alla Porta",5
"1630-07-05","Plague","S. Maria Podone",1
"1630-07-05","Plague","S. Maurilio",1
"1630-07-05","Plague","S. Michele in Metropolitana",1
"1630-07-05","Plague","S. Nazaro in Brolo",7
"1630-07-05","Plague","S. Pietro",2
"1630-07-05","Plague","S. Pietro con la Rete",1
"1630-07-05","Plague","S. Pietro in Sala",5
"1630-07-05","Plague","S. Pietro sul Dosso",2
"1630-07-05","Plague","S. Protaso in Campo intus",1
"1630-07-05","Plague","S. Raffaele",4
"1630-07-05","Plague","S. Salvatore",4
"1630-07-05","Plague","S. Simpliciano",2
"1630-07-05","Plague","S. Stefano in Brolo",3
"1630-07-05","Plague","S. Trinità",2
"1630-07-05","Plague","S. Vincenzo in Prato",1
"1630-07-05","Plague","S. Vittore al Teatro",14
"1630-07-05","Plague",NA,6
"1630-07-06","Not_plague","S. Andrea",1
"1630-07-06","Not_plague","S. Lorenzo",1
"1630-07-06","Not_plague","S. Pietro all'Orto",1
"1630-07-06","Not_plague","S. Pietro in Campo Lodigiano",1
"1630-07-06","Not_plague","S. Protaso ad Monachos",1
"1630-07-06","Not_plague","S. Salvatore",1
"1630-07-06","Not_plague","S. Simpliciano",1
"1630-07-06","Not_plague","S. Vincenzo in Prato",1
"1630-07-06","Not_plague",NA,1
"1630-07-06","Plague","S. Alessandro in Zebedia",1
"1630-07-06","Plague","S. Andrea",3
"1630-07-06","Plague","S. Babila",3
"1630-07-06","Plague","S. Bartolomeo",1
"1630-07-06","Plague","S. Calimero",4
"1630-07-06","Plague","S. Carpoforo",1
"1630-07-06","Plague","S. Cosma e Damiano",1
"1630-07-06","Plague","S. Donnino alla Mazza",1
"1630-07-06","Plague","S. Giorgio al Pozzo Bianco",1
"1630-07-06","Plague","S. Giovanni Laterano",7
"1630-07-06","Plague","S. Giovanni sul Muro",1
"1630-07-06","Plague","S. Gottardo",3
"1630-07-06","Plague","S. Lorenzo",10
"1630-07-06","Plague","S. Maria alla Porta",11
"1630-07-06","Plague","S. Martino al Corpo",2
"1630-07-06","Plague","S. Mattia alla Moneta",1
"1630-07-06","Plague","S. Michele in Metropolitana",1
"1630-07-06","Plague","S. Nazaro alla Barona",1
"1630-07-06","Plague","S. Nazaro in Brolo",4
"1630-07-06","Plague","S. Nicolao",2
"1630-07-06","Plague","S. Pietro in Caminadella",1
"1630-07-06","Plague","S. Pietro in Sala",2
"1630-07-06","Plague","S. Pietro sul Dosso",2
"1630-07-06","Plague","S. Protaso in Campo foris",1
"1630-07-06","Plague","S. Raffaele",4
"1630-07-06","Plague","S. Satiro",2
"1630-07-06","Plague","S. Sebastiano",1
"1630-07-06","Plague","S. Simpliciano",3
"1630-07-06","Plague","S. Stefano in Brolo",8
"1630-07-06","Plague","S. Stefano in Burgundia",1
"1630-07-06","Plague","S. Tecla",2
"1630-07-06","Plague","S. Vito in Pasquirolo",3
"1630-07-06","Plague","S. Vittore al Teatro",10
"1630-07-06","Plague",NA,24
"1630-07-07","Not_plague","S. Babila",3
"1630-07-07","Not_plague","S. Giorgio al Palazzo",1
"1630-07-07","Not_plague","S. Gottardo",3
"1630-07-07","Not_plague","S. Lorenzo",1
"1630-07-07","Not_plague","S. Stefano in Brolo",3
"1630-07-07","Not_plague","S. Tecla",1
"1630-07-07","Plague","S. Andrea",1
"1630-07-07","Plague","S. Babila",1
"1630-07-07","Plague","S. Bartolomeo",1
"1630-07-07","Plague","S. Donnino alla Mazza",2
"1630-07-07","Plague","S. Eufemia",2
"1630-07-07","Plague","S. Giovanni Laterano",7
"1630-07-07","Plague","S. Giovanni sul Muro",1
"1630-07-07","Plague","S. Gottardo",3
"1630-07-07","Plague","S. Maria alla Porta",9
"1630-07-07","Plague","S. Maria Beltrade",1
"1630-07-07","Plague","S. Maria della Passerella",2
"1630-07-07","Plague","S. Martino al Corpo",1
"1630-07-07","Plague","S. Mattia alla Moneta",1
"1630-07-07","Plague","S. Michele al Gallo",2
"1630-07-07","Plague","S. Nazaro alla Barona",1
"1630-07-07","Plague","S. Nazaro in Brolo",3
"1630-07-07","Plague","S. Pietro con la Rete",1
"1630-07-07","Plague","S. Pietro in Sala",1
"1630-07-07","Plague","S. Pietro sul Dosso",3
"1630-07-07","Plague","S. Protaso ad Monachos",1
"1630-07-07","Plague","S. Protaso in Campo foris",2
"1630-07-07","Plague","S. Protaso in Campo intus",4
"1630-07-07","Plague","S. Salvatore",3
"1630-07-07","Plague","S. Simpliciano",1
"1630-07-07","Plague","S. Stefano in Brolo",3
"1630-07-07","Plague","S. Stefano in Burgundia",2
"1630-07-07","Plague","S. Tecla",4
"1630-07-07","Plague","S. Vittore al Teatro",9
"1630-07-07","Plague","S. Vittore e 40 Martiri",2
"1630-07-07","Plague",NA,7
"1630-07-08","Not_plague","S. Bartolomeo",1
"1630-07-08","Not_plague","S. Giorgio al Palazzo",1
"1630-07-08","Not_plague","S. Giovanni Laterano",2
"1630-07-08","Not_plague","S. Marcellino",1
"1630-07-08","Not_plague","S. Maria Beltrade",1
"1630-07-08","Not_plague","S. Maria Podone",1
"1630-07-08","Not_plague","S. Pietro con la Rete",1
"1630-07-08","Not_plague","S. Stefano in Brolo",1
"1630-07-08","Not_plague",NA,1
"1630-07-08","Plague","S. Babila",2
"1630-07-08","Plague","S. Bartolomeo",3
"1630-07-08","Plague","S. Donnino alla Mazza",1
"1630-07-08","Plague","S. Eufemia",1
"1630-07-08","Plague","S. Giovanni Laterano",6
"1630-07-08","Plague","S. Giovanni sul Muro",4
"1630-07-08","Plague","S. Gottardo",1
"1630-07-08","Plague","S. Lorenzo",6
"1630-07-08","Plague","S. Maria alla Porta",5
"1630-07-08","Plague","S. Maria di Calvairate",2
"1630-07-08","Plague","S. Maria Podone",4
"1630-07-08","Plague","S. Maria Segreta",1
"1630-07-08","Plague","S. Michele al Gallo",7
"1630-07-08","Plague","S. Michele in Metropolitana",2
"1630-07-08","Plague","S. Nazaro alla Barona",1
"1630-07-08","Plague","S. Nazaro in Brolo",3
"1630-07-08","Plague","S. Nicolao",1
"1630-07-08","Plague","S. Pietro all'Orto",1
"1630-07-08","Plague","S. Pietro sul Dosso",2
"1630-07-08","Plague","S. Salvatore",2
"1630-07-08","Plague","S. Simpliciano",2
"1630-07-08","Plague","S. Stefano in Brolo",15
"1630-07-08","Plague","S. Stefano in Burgundia",3
"1630-07-08","Plague","S. Tecla",3
"1630-07-08","Plague","S. Vittore al Teatro",5
"1630-07-08","Plague","S. Vittore e 40 Martiri",1
"1630-07-08","Plague",NA,3
"1630-07-09","Not_plague","S. Andrea",1
"1630-07-09","Not_plague","S. Babila",4
"1630-07-09","Not_plague","S. Carpoforo",1
"1630-07-09","Not_plague","S. Gottardo",3
"1630-07-09","Not_plague","S. Lorenzo",2
"1630-07-09","Not_plague","S. Maria Beltrade",1
"1630-07-09","Not_plague","S. Maria Podone",1
"1630-07-09","Not_plague","S. Maria Segreta",1
"1630-07-09","Not_plague","S. Pietro in Caminadella",1
"1630-07-09","Not_plague","S. Stefano in Brolo",2
"1630-07-09","Plague","S. Andrea",1
"1630-07-09","Plague","S. Babila",2
"1630-07-09","Plague","S. Bartolomeo",5
"1630-07-09","Plague","S. Calimero",3
"1630-07-09","Plague","S. Fidelis",1
"1630-07-09","Plague","S. Giorgio al Palazzo",1
"1630-07-09","Plague","S. Giovanni Laterano",5
"1630-07-09","Plague","S. Giovanni sul Muro",1
"1630-07-09","Plague","S. Gottardo",2
"1630-07-09","Plague","S. Lorenzo",4
"1630-07-09","Plague","S. Lorenzo Minore",1
"1630-07-09","Plague","S. Marcellino",1
"1630-07-09","Plague","S. Maria alla Porta",12
"1630-07-09","Plague","S. Maria Beltrade",3
"1630-07-09","Plague","S. Maria Podone",1
"1630-07-09","Plague","S. Martino al Corpo",2
"1630-07-09","Plague","S. Mattia alla Moneta",1
"1630-07-09","Plague","S. Michele al Gallo",2
"1630-07-09","Plague","S. Nazaro alla Barona",2
"1630-07-09","Plague","S. Nazaro in Brolo",1
"1630-07-09","Plague","S. Nicolao",6
"1630-07-09","Plague","S. Simpliciano",2
"1630-07-09","Plague","S. Stefano in Brolo",5
"1630-07-09","Plague","S. Stefano in Burgundia",1
"1630-07-09","Plague","S. Tecla",4
"1630-07-09","Plague","S. Vito in Pasquirolo",1
"1630-07-09","Plague","S. Vittore al Teatro",1
"1630-07-09","Plague","S. Vittore e 40 Martiri",1
"1630-07-09","Plague",NA,4
"1630-07-10","Not_plague","S. Bartolomeo",1
"1630-07-10","Not_plague","S. Eusebio",1
"1630-07-10","Not_plague","S. Gottardo",1
"1630-07-10","Not_plague","S. Michele al Gallo",1
"1630-07-10","Not_plague","S. Pietro alla Vigna",1
"1630-07-10","Not_plague","S. Protaso in Campo foris",1
"1630-07-10","Not_plague","S. Stefano in Brolo",2
"1630-07-10","Not_plague",NA,1
"1630-07-10","Plague","S. Andrea",1
"1630-07-10","Plague","S. Babila",2
"1630-07-10","Plague","S. Bartolomeo",6
"1630-07-10","Plague","S. Carpoforo",2
"1630-07-10","Plague","S. Eusebio",2
"1630-07-10","Plague","S. Giorgio al Palazzo",1
"1630-07-10","Plague","S. Giovanni Laterano",6
"1630-07-10","Plague","S. Giovanni sul Muro",2
"1630-07-10","Plague","S. Lorenzo",7
"1630-07-10","Plague","S. Maria al Circo",1
"1630-07-10","Plague","S. Maria alla Porta",3
"1630-07-10","Plague","S. Maria Beltrade",1
"1630-07-10","Plague","S. Maria Segreta",1
"1630-07-10","Plague","S. Michele al Gallo",1
"1630-07-10","Plague","S. Nazaro alla Barona",2
"1630-07-10","Plague","S. Nazaro in Brolo",1
"1630-07-10","Plague","S. Pietro in Sala",1
"1630-07-10","Plague","S. Pietro sul Dosso",1
"1630-07-10","Plague","S. Primo",1
"1630-07-10","Plague","S. Raffaele",2
"1630-07-10","Plague","S. Rocco",1
"1630-07-10","Plague","S. Satiro",1
"1630-07-10","Plague","S. Sebastiano",1
"1630-07-10","Plague","S. Stefano in Brolo",5
"1630-07-10","Plague","S. Stefano in Burgundia",2
"1630-07-10","Plague","S. Tecla",7
"1630-07-10","Plague","S. Vito in Pasquirolo",1
"1630-07-10","Plague","S. Vittore al Teatro",3
"1630-07-10","Plague",NA,2
"1630-07-11","Not_plague","S. Andrea",1
"1630-07-11","Not_plague","S. Babila",1
"1630-07-11","Not_plague","S. Bartolomeo",1
"1630-07-11","Not_plague","S. Donnino alla Mazza",1
"1630-07-11","Not_plague","S. Eufemia",1
"1630-07-11","Not_plague","S. Lorenzo",1
"1630-07-11","Not_plague","S. Sebastiano",1
"1630-07-11","Not_plague","S. Stefano in Brolo",4
"1630-07-11","Not_plague","S. Tecla",1
"1630-07-11","Plague","S. Andrea",3
"1630-07-11","Plague","S. Babila",3
"1630-07-11","Plague","S. Bartolomeo",1
"1630-07-11","Plague","S. Calimero",1
"1630-07-11","Plague","S. Carpoforo",1
"1630-07-11","Plague","S. Eufemia",1
"1630-07-11","Plague","S. Giorgio al Palazzo",1
